Id	Type	BuyPrice	SellPrice
1679	2		210
1680	5	944	
1681	1	861	121
1682	3	875	
1683	2	899	
1684	3	948	
1685	5	730	-267
1686	1	828	452
1687	2	854	346
1688	1	922	395
1689	1	821	845
1690	1	742	313
1691	4	986	208
1692	5	768	130
1693	2	798	427
1694	4	646	
1695	5	718	-232
1696	2	-506	112
1697	3	975	110
1698	2	725	478
1699	5	959	206
1700	2	928	338
1701	4	873	
1702	1		
1703	1	820	480
1704	2		
1705	2	809	418
1706	3		385
1707	5	925	-369
1708	3	508	442
1709	1	637	341
1710	2	624	270
1711	2	983	1026
1712	2	862	411
1713	2	921	264
1714	2	719	183
1715	5	595	
1716	1	693	429
1717	4	-702	242
1718	3	702	732
1719	4		429
1720	5	994	415
1721	1	792	259
1722	1	660	147
1723	5		368
1724	3	509	178
1725	4	831	
1726	5	582	377
1727	1	714	805
1728	2	964	180
1729	3	836	382
1730	5	-647	282
1731	1	559	-369
1732	3	719	
1733	2	782	221
1734	4	622	169
1735	4		185
1736	1	627	263
1737	1	574	405
1738	5	826	907
1739	5	968	262
1740	3		-194
1741	5	584	357
1742	3	516	295
1743	4	-518	436
1744	3	1000	113
1745	2		458
1746	4	785	181
1747	3	997	269
1748	3	737	212
1749	5	877	457
1750	3	931	240
1751	1	592	213
1752	2	880	197
1753	1	-959	322
1754	5	857	882
1755	3	861	-359
1756	5	-997	261
1757	4	602	111
1758	5	-883	476
1759	4		492
1760	5	-697	457
1761	4	622	270
1762	2		
1763	3	706	102
1764	3	723	
1765	2	541	100
1766	4	519	172
1767	1	659	252
1768	4	650	152
1769	5	833	216
1770	1	606	344
1771	5	849	434
1772	5	567	
1773	4	885	296
1774	2	971	1046
1775	1		109
1776	5	718	406
1777	2		326
1778	2	1000	1090
1779	3	937	145
1780	1	763	
1781	4	588	
1782	3	-999	106
1783	3	-934	-150
1784	2	551	448
1785	1	620	237
1786	2	513	358
1787	2	764	450
1788	3	843	-284
1789	2	879	-433
1790	1	564	
1791	5	928	358
1792	5	770	-487
1793	5	652	439
1794	2	708	495
1795	4	622	331
1796	1	-508	453
1797	2	655	481
1798	4	843	343
1799	4	536	628
1800	1	-872	
1801	3	-854	431
1802	2	900	223
1803	5	886	155
1804	5		172
1805	4	-798	
1806	5	784	222
1807	2	537	264
1808	5	986	379
1809	4	978	
1810	1	995	276
1811	1	924	-199
1812	2		485
1813	5	852	195
1814	1	829	336
1815	1	619	332
1816	2	907	439
1817	4	629	
1818	2	619	298
1819	4	680	189
1820	2	555	
1821	2	-996	-434
1822	3	665	
1823	3	653	160
1824	1	718	466
1825	3	913	361
1826	2	736	
1827	1	660	440
1828	1	773	150
1829	2	974	
1830	1	627	300
1831	3	527	426
1832	4	870	180
1833	1	824	138
1834	3	785	493
1835	3	995	171
1836	2	581	
1837	3	643	193
1838	2		316
1839	4	975	282
1840	4	619	
1841	3	690	
1842	2		130
1843	3	880	
1844	1	616	659
1845	5	-756	292
1846	5	561	235
1847	1		349
1848	5		374
1849	2	988	
1850	5	-502	257
1851	1	605	201
1852	3	794	
1853	2	962	454
1854	5	633	416
1855	4	854	240
1856	1	-628	
1857	4	713	155
1858	3	703	192
1859	1	513	289
1860	5	-927	
1861	3	614	134
1862	2	740	
1863	5	804	445
1864	3	524	152
1865	4	617	188
1866	3		280
1867	5	703	328
1868	3		-263
1869	3	806	366
1870	3	795	848
1871	2	905	448
1872	1	853	
1873	3	586	324
1874	5	609	630
1875	2	732	443
1876	2	968	218
1877	4	559	
1878	1	905	457
1879	1	914	928
1880	3	822	408
1881	4	830	927
1882	3	635	-278
1883	4	617	334
1884	1	554	-412
1885	4	896	171
1886	5	757	
1887	2	717	246
1888	3	855	-443
1889	1		123
1890	2	702	-306
1891	3		233
1892	3	671	297
1893	1	567	422
1894	4	994	245
1895	1	733	164
1896	4		159
1897	5		-184
1898	2	883	939
1899	3	898	926
1900	1	947	217
1901	4	683	107
1902	5	948	138
1903	3	826	399
1904	2	568	595
1905	1	829	278
1906	1	630	257
1907	5	668	385
1908	5	662	440
1909	3	626	707
1910	5	655	433
1911	1	550	-356
1912	4		196
1913	5	-847	271
1914	1		330
1915	2	-853	
1916	4	607	429
1917	5	839	230
1918	1	744	373
1919	5	955	114
1920	2	745	251
1921	2	504	458
1922	1	803	395
1923	4	877	247
1924	2	934	983
1925	2	695	443
1926	3	525	471
1927	4	715	121
1928	4	645	362
1929	3	994	
1930	4	632	
1931	1	-956	455
1932	1	633	472
1933	5	760	213
1934	4	984	376
1935	5	735	270
1936	3	-588	-104
1937	2		114
1938	2	619	362
1939	5	750	
1940	5	787	389
1941	4	931	-417
1942	2	650	130
1943	2	814	177
1944	1	713	428
1945	2	931	441
1946	2	793	861
1947	2	622	
1948	4	700	
1949	1	903	-307
1950	5		131
1951	5		358
1952	3	744	435
1953	4	581	276
1954	1	822	262
1955	4	903	491
1956	1	945	255
1957	4	936	139
1958	5	657	242
1959	1	890	306
1960	1	809	377
1961	2	908	-306
1962	5	688	430
1963	1	993	255
1964	4	527	
1965	4	674	166
1966	4	939	-245
1967	3		399
1968	2	550	-122
1969	2	870	111
1970	4	918	-305
1971	2	602	149
1972	2	990	
1973	1		200
1974	5		394
1975	3		264
1976	4	825	840
1977	5	727	263
1978	2		461
1979	5	715	114
1980	5	872	262
1981	3	641	283
1982	4		372
1983	1	828	314
1984	4		315
1985	1	649	-428
1986	5	596	160
1987	5	-802	115
1988	2	959	168
1989	5	653	222
1990	5		429
1991	4	690	392
1992	2	734	
1993	4	762	380
1994	2	565	366
1995	4	629	298
1996	1	-515	104
1997	4	552	304
1998	2	871	106
1999	2	880	399
2000	2	953	184
2001	5	903	
2002	3	857	
2003	1	936	-238
2004	5	758	487
2005	1		-259
2006	4	643	395
2007	4	694	-364
2008	5	588	432
2009	5	662	330
2010	3	935	296
2011	1	690	404
2012	1	972	247
2013	1	-620	397
2014	1		182
2015	5		386
2016	5	813	149
2017	4	821	
2018	1	657	488
2019	1	539	112
2020	1	951	381
2021	5	706	732
2022	5	630	-285
2023	2	728	292
2024	3	988	
2025	3	726	485
2026	3	643	269
2027	3	530	
2028	5	679	
2029	4	753	829
2030	5	648	170
2031	3	-678	-645
2032	4	804	
2033	3		499
2034	4	807	-475
2035	1	693	
2036	1	780	411
2037	3	954	445
2038	1	614	640
2039	2	964	133
2040	3	688	492
2041	2	553	577
2042	4	833	407
2043	1	620	297
2044	5	759	-378
2045	5	-918	-821
2046	4	908	-247
2047	1	966	-209
2048	1	611	289
2049	4	690	148
2050	1	808	210
2051	5	711	360
2052	4	936	355
2053	5	533	304
2054	1	813	889
2055	3	731	411
2056	2	903	
2057	2	589	194
2058	5	719	105
2059	4	553	613
2060	1	892	227
2061	3	767	328
2062	4	-617	-589
2063	1	765	421
2064	3	706	254
2065	5	696	720
2066	1	927	944
2067	2	939	
2068	4	797	414
2069	3	605	446
2070	5	655	481
2071	3	781	
2072	4	-862	464
2073	2	720	105
2074	1	669	198
2075	2	-713	431
2076	1	682	304
2077	4	501	254
2078	2	898	985
2079	2	591	383
2080	2	741	755
2081	1		327
2082	1	727	364
2083	5		
2084	1	587	328
2085	4	694	230
2086	3	803	155
2087	1		-355
2088	5	739	191
2089	4	916	494
2090	2	558	134
2091	4	542	485
2092	1	759	847
2093	5	-674	-636
2094	1	815	216
2095	5	-859	187
2096	2	576	211
2097	1	778	822
2098	4	-735	445
2099	5	514	445
2100	2	-781	354
2101	4	565	112
2102	5	646	683
2103	2	743	480
2104	5	529	357
2105	5		131
2106	2	689	445
2107	4	860	-217
2108	3	713	282
2109	4	-661	328
2110	3	-633	
2111	1	720	185
2112	5		-285
2113	4		327
2114	2	-761	467
2115	3	606	265
2116	5	751	791
2117	5	640	352
2118	1	803	253
2119	5		
2120	1	629	401
2121	2	500	495
2122	5		493
2123	4	700	788
2124	5	-634	
2125	5	574	110
2126	2	-683	341
2127	1	524	
2128	5	638	-439
2129	3	825	229
2130	1	885	204
2131	1	636	-217
2132	3	973	374
2133	3	899	262
2134	2	776	378
2135	1	554	-223
2136	4	637	699
2137	3	733	270
2138	3	822	286
2139	5	916	162
2140	1	920	153
2141	5	522	488
2142	5	862	385
2143	4		136
2144	2	917	267
2145	1		376
2146	4	520	237
2147	2	651	383
2148	4	923	398
2149	1	636	473
2150	3	-891	333
2151	1	878	309
2152	4	859	
2153	3	973	391
2154	1	602	304
2155	3	819	483
2156	2		460
2157	4	646	500
2158	1	753	464
2159	3	945	326
2160	5	576	134
2161	4	791	444
2162	2	906	187
2163	3	797	
2164	2		-491
2165	5		116
2166	4	655	352
2167	5	627	362
2168	1	895	195
2169	3	607	284
2170	2	744	754
2171	1	976	483
2172	3	939	416
2173	5	648	107
2174	3	530	285
2175	1	592	364
2176	5	878	226
2177	2	754	320
2178	4	-921	
2179	3	881	904
2180	3	-810	200
2181	4	651	-280
2182	5	533	115
2183	2	807	341
2184	3	915	435
2185	2	-529	406
2186	2	638	291
2187	2	948	285
2188	4	886	468
2189	4	843	911
2190	2	705	172
2191	5	874	479
2192	2	911	429
2193	5	589	459
2194	4		
2195	1	-540	303
2196	4	644	481
2197	1	560	243
2198	5	566	
2199	4		-299
2200	5	-861	337
2201	4	869	346
2202	2	576	
2203	5	660	432
2204	1	763	
2205	1		401
2206	3	711	145
2207	2	679	448
2208	3	878	112
2209	2		
2210	1	546	
2211	1	555	-471
2212	3	513	142
2213	4	590	419
2214	2	851	196
2215	4	688	242
2216	3		258
2217	3	714	
2218	1	510	
2219	1	783	
2220	3	946	173
2221	4	797	-404
2222	2		174
2223	4	984	490
2224	5	-781	-709
2225	4	707	
2226	4	597	262
2227	4	966	1034
2228	1		112
2229	1	952	986
2230	4	784	868
2231	2		193
2232	4	-958	344
2233	1	842	387
2234	3	-820	271
2235	2	602	349
2236	3		332
2237	5	947	980
2238	3	953	356
2239	5	636	735
2240	5	741	348
2241	2	918	-351
2242	3	839	900
2243	2	955	450
2244	1		461
2245	2	534	
2246	5	662	442
2247	1	610	281
2248	2	873	138
2249	2	849	443
2250	1	898	988
2251	4		246
2252	2		330
2253	4	974	368
2254	4	-974	295
2255	1	976	121
2256	2		-347
2257	4	690	225
2258	1	988	453
2259	1	979	
2260	4	-660	137
2261	2	714	346
2262	3	803	456
2263	3	799	102
2264	1	558	-378
2265	4	562	484
2266	5	872	310
2267	5	742	381
2268	4	671	499
2269	1	941	235
2270	2	720	248
2271	3	751	427
2272	5	929	491
2273	5	966	-263
2274	3		456
2275	1	532	405
2276	2	998	157
2277	5	701	779
2278	5	663	401
2279	1	805	-313
2280	5	793	324
2281	1	-593	447
2282	1	570	-204
2283	1	514	
2284	5	504	490
2285	3	964	186
2286	2	703	-355
2287	1	-697	379
2288	5	868	389
2289	1	851	428
2290	2	630	110
2291	5	557	573
2292	4	905	424
2293	5	-749	253
2294	2	680	742
2295	5	974	276
2296	4	922	
2297	1	529	143
2298	5	528	332
2299	4	540	586
2300	3	610	696
2301	4	753	836
2302	4		286
2303	3	731	363
2304	4	829	102
2305	5	-757	221
2306	4	-606	307
2307	2	745	151
2308	5	670	296
2309	4	838	-328
2310	1	506	408
2311	4	902	272
2312	2	804	334
2313	4	948	1008
2314	2		-404
2315	4	571	204
2316	1	675	
2317	2	593	
2318	1	685	448
2319	3	679	
2320	3	721	801
2321	4	664	391
2322	2	931	344
2323	2	-642	292
2324	3	922	437
2325	5		469
2326	1	537	-147
2327	3	748	318
2328	4	797	
2329	5	615	
2330	5	640	-210
2331	1	683	288
2332	4	619	145
2333	1	699	-343
2334	1	547	-304
2335	1		107
2336	3	885	321
2337	2	870	499
2338	2	930	106
2339	3	813	386
2340	5	593	134
2341	1	534	150
2342	3	812	331
2343	2	927	942
2344	4	729	-237
2345	5	534	
2346	4		481
2347	3	-984	
2348	1	771	796
2349	4	639	170
2350	4	648	
2351	4	825	473
2352	2	901	293
2353	3	582	647
2354	1	532	394
2355	3	972	
2356	4	627	-414
2357	5	663	373
2358	3	872	295
2359	1	792	365
2360	2	945	162
2361	1	995	-138
2362	2	601	154
2363	4	854	160
2364	3	618	373
2365	4		151
2366	2	847	313
2367	1		479
2368	3	833	-461
2369	4		333
2370	5	755	
2371	1	562	489
2372	1	665	-373
2373	3	781	215
2374	2	753	392
2375	2	754	155
2376	2	633	115
2377	1	-555	325
2378	4		243
2379	2	770	252
2380	4	800	125
2381	1	987	421
2382	1	672	199
2383	1	719	421
2384	2	944	
2385	5	874	181
2386	3	614	492
2387	2	609	
2388	1	-792	-239
2389	4	708	-337
2390	4	-656	-383
2391	1	817	203
2392	5		231
2393	4	664	260
2394	4	784	318
2395	3	613	293
2396	3	581	-165
2397	2		397
2398	5	663	122
2399	2	757	279
2400	4	685	
2401	1	-998	356
2402	1	839	-451
2403	3	649	413
2404	1	721	151
2405	3	513	-244
2406	3	998	282
2407	3	552	429
2408	2	829	
2409	2	862	452
2410	5	796	812
2411	4	871	-474
2412	4	850	213
2413	4	893	-218
2414	3	-703	426
2415	5	-503	246
2416	3	778	219
2417	1	709	
2418	2	532	128
2419	2	916	155
2420	5	-989	205
2421	5	714	-374
2422	3	608	216
2423	5	794	-370
2424	3	739	809
2425	2	903	
2426	5	518	154
2427	3	529	124
2428	3	-625	175
2429	1	-529	209
2430	5	975	248
2431	1	699	462
2432	3	550	-258
2433	4	818	343
2434	1	798	373
2435	1	875	494
2436	1	664	380
2437	1	997	129
2438	1	914	-304
2439	4	-813	-389
2440	2	607	113
2441	5		330
2442	4	827	480
2443	1	996	459
2444	1	528	389
2445	3	-545	472
2446	4	618	394
2447	5	712	111
2448	1	613	
2449	3	933	215
2450	5	505	-228
2451	4	691	446
2452	3	-674	-619
2453	1	867	-476
2454	5		468
2455	4		477
2456	4	590	
2457	5	509	-455
2458	5	701	417
2459	4	713	375
2460	2	941	-195
2461	4	757	
2462	1	820	154
2463	4	822	105
2464	5	860	
2465	2	713	281
2466	4	923	285
2467	5	956	
2468	4	764	118
2469	5	518	486
2470	4		209
2471	3	979	352
2472	3	560	325
2473	2	659	670
2474	5	585	313
2475	1	810	427
2476	3	856	
2477	1	558	162
2478	2	594	487
2479	5		
2480	3	573	463
2481	2	726	483
2482	1	804	409
2483	5	863	478
2484	5	539	583
2485	1		177
2486	1	718	159
2487	2		313
2488	2	-513	266
2489	5	-925	253
2490	3	733	430
2491	2	860	936
2492	5	-534	396
2493	2		331
2494	3	712	377
2495	4		299
2496	2	556	
2497	4	540	478
2498	2	536	
2499	2	577	143
2500	2	952	1044
2501	2	826	900
2502	2	579	400
2503	3	621	309
2504	1	692	138
2505	2	-508	391
2506	2	898	
2507	4	701	
2508	1	546	581
2509	5	-740	442
2510	3	787	274
2511	1	809	154
2512	3	791	414
2513	3	696	741
2514	5	891	987
2515	4	631	332
2516	3	816	859
2517	1	631	424
2518	4	868	
2519	3	907	
2520	2	973	-495
2521	4	591	
2522	1	785	276
2523	5		427
2524	4	523	273
2525	2	598	641
2526	2	598	
2527	2	873	395
2528	2	734	
2529	1	596	474
2530	4	711	460
2531	5		
2532	5	660	286
2533	3	942	421
2534	3	-653	426
2535	3	800	285
2536	2	-675	
2537	4	866	432
2538	5	633	123
2539	1	962	-145
2540	1	717	262
2541	2	648	331
2542	1		374
2543	1	-539	-468
2544	1	545	437
2545	2	664	338
2546	5	715	255
2547	1		
2548	2	704	752
2549	5	528	561
2550	1	783	869
2551	1	913	185
2552	1	783	441
2553	1	-976	178
2554	1	541	641
2555	3	810	137
2556	4	705	173
2557	4	893	339
2558	2	770	472
2559	1	662	-291
2560	5	986	321
2561	2	-570	447
2562	2	503	373
2563	4	717	
2564	3	-992	458
2565	5	527	157
2566	4	514	524
2567	1	833	272
2568	5	-722	260
2569	4	-785	232
2570	1	863	368
2571	1	672	275
2572	3		455
2573	4	831	
2574	3	769	360
2575	5	537	
2576	3	734	332
2577	3	901	366
2578	2	716	279
2579	3	678	195
2580	4	-698	
2581	5	-968	314
2582	1	515	532
2583	1	986	426
2584	1		342
2585	3		
2586	2	787	462
2587	4	923	153
2588	4	697	
2589	2	634	118
2590	4	930	351
2591	1	933	
2592	3	956	-486
2593	4	584	138
2594	3	839	252
2595	2	506	159
2596	4	530	
2597	5	889	
2598	4	593	397
2599	4	822	348
2600	5	802	205
2601	1		223
2602	1	772	
2603	1	580	486
2604	1	551	195
2605	4		
2606	2	839	478
2607	4	646	214
2608	4	754	223
2609	5	563	109
2610	4	834	279
2611	5	516	185
2612	2	672	210
2613	4	534	-165
2614	1	879	294
2615	1	580	422
2616	2	773	437
2617	5	-752	187
2618	3	997	457
2619	3	714	-113
2620	1	950	
2621	5	882	
2622	3	742	232
2623	3	670	-483
2624	4		464
2625	4		-263
2626	1	643	202
2627	2		279
2628	1	775	829
2629	2	895	451
2630	5	676	314
2631	1	939	992
2632	3	618	-185
2633	1		142
2634	4	828	496
2635	4	-869	110
2636	5		113
2637	4	954	198
2638	3	806	497
2639	2	521	438
2640	3	806	-243
2641	3	901	-109
2642	1	677	328
2643	2	913	229
2644	1	-770	
2645	4		308
2646	2		353
2647	4	703	217
2648	2	624	161
2649	2	560	210
2650	1		336
2651	3	817	321
2652	2	707	
2653	5	666	-186
2654	2	510	323
2655	1	507	136
2656	4	584	396
2657	5	706	172
2658	4	852	
2659	1		485
2660	5	-690	105
2661	3	632	142
2662	3	538	141
2663	3	882	
2664	3	790	458
2665	1	764	421
2666	5	504	495
2667	5	-716	357
2668	5	749	487
2669	3	702	255
2670	1		207
2671	2	749	798
2672	2	927	350
2673	1	760	105
2674	4	730	156
2675	4	962	487
2676	1	-915	309
2677	5		-403
2678	5		153
2679	2	823	500
2680	5	696	
2681	5	811	391
2682	2	860	-388
2683	5	918	406
2684	1	897	305
2685	2	808	
2686	1		468
2687	2	555	308
2688	2	512	133
2689	2	937	457
2690	1	780	302
2691	5	832	483
2692	2	976	264
2693	5	980	371
2694	3	962	362
2695	1		407
2696	3	775	126
2697	4	790	496
2698	3	937	395
2699	2	-707	226
2700	1	642	
2701	1	548	167
2702	3	696	178
2703	2	531	283
2704	1		184
2705	3	-591	353
2706	5	553	
2707	4	-597	289
2708	3		-471
2709	3	-802	438
2710	4	991	1090
2711	5	-877	310
2712	3	896	340
2713	1	667	477
2714	1		355
2715	1	721	123
2716	1	-745	-690
2717	3	776	299
2718	4	931	247
2719	4	963	267
2720	4	525	-411
2721	5	1000	
2722	5	944	
2723	4		356
2724	2	689	360
2725	1	985	248
2726	5	538	-407
2727	5		142
2728	2	854	
2729	4	-774	380
2730	5	624	319
2731	5	692	
2732	2		116
2733	2	-739	181
2734	3	513	286
2735	5	700	257
2736	1		424
2737	5	520	263
2738	5	-932	-836
2739	5	979	214
2740	4	826	839
2741	4	-924	494
2742	1	769	280
2743	2	-819	161
2744	1	705	
2745	5	574	-199
2746	3	936	956
2747	3	804	299
2748	4	766	
2749	2	724	414
2750	5	709	-449
2751	4	904	110
2752	2	977	
2753	4	503	
2754	3	695	177
2755	5	681	315
2756	3	928	500
2757	2	944	332
2758	5	-949	158
2759	1	-514	331
2760	5		376
2761	3	787	
2762	3	857	462
2763	2	647	317
2764	3	655	353
2765	5	709	275
2766	3	930	119
2767	2	775	177
2768	3	512	266
2769	4	555	
2770	3	925	465
2771	5		423
2772	4	531	168
2773	2		157
2774	2	795	325
2775	3	748	466
2776	3	542	448
2777	2	905	106
2778	2	941	
2779	1	-870	383
2780	1	567	651
2781	1	648	137
2782	3	521	259
2783	4		191
2784	3	503	460
2785	4		231
2786	2		175
2787	5		246
2788	4	840	136
2789	4	-812	179
2790	5	690	320
2791	3	862	401
2792	1	729	771
2793	2	651	203
2794	1	674	395
2795	4	755	405
2796	4	529	143
2797	5	574	391
2798	5	713	-236
2799	4		-163
2800	3	980	411
2801	2	933	
2802	4	995	415
2803	1	948	206
2804	4	921	146
2805	3	504	-437
2806	2	-647	-614
2807	3	841	399
2808	5	560	579
2809	1	804	499
2810	1	605	118
2811	5	-981	453
2812	4	803	102
2813	3	884	275
2814	3	906	232
2815	1	503	249
2816	4	554	347
2817	3	977	246
2818	5	636	655
2819	3	931	975
2820	2	822	856
2821	5	-657	-574
2822	5	791	485
2823	3	-808	-752
2824	3		224
2825	1	650	404
2826	5	576	355
2827	4	769	151
2828	2	826	327
2829	4	881	-276
2830	1	991	142
2831	3		252
2832	5	883	417
2833	4	930	-458
2834	3	716	218
2835	4	694	415
2836	4	552	202
2837	1	816	832
2838	4	-730	140
2839	3	847	
2840	5	558	389
2841	4	910	445
2842	1	846	198
2843	4	747	276
2844	1	858	466
2845	2	882	909
2846	2		474
2847	1	963	1007
2848	4		165
2849	5	775	165
2850	4		264
2851	2	816	-297
2852	1	934	295
2853	3	-780	-681
2854	5	993	-481
2855	1	926	296
2856	4	629	309
2857	3	509	195
2858	5	935	999
2859	1	635	121
2860	4	581	643
2861	4	752	486
2862	1	529	-166
2863	1		102
2864	5	722	188
2865	2	910	-244
2866	4	812	234
2867	5	539	276
2868	5	994	363
2869	3	624	313
2870	4	628	-379
2871	5	820	-449
2872	2		
2873	1	588	160
2874	2	956	329
2875	3	882	358
2876	1	509	-228
2877	2	637	392
2878	3	837	913
2879	3	646	261
2880	2	711	486
2881	3	879	-136
2882	2	762	373
2883	5	741	284
2884	3	895	131
2885	4	989	-293
2886	4	676	291
2887	1	943	413
2888	2	848	155
2889	2	598	181
2890	5	626	
2891	5	657	187
2892	5	801	-134
2893	3	548	499
2894	5		
2895	3	719	296
2896	4	696	776
2897	3	877	125
2898	2		-331
2899	2		321
2900	1	-534	495
2901	2	-614	
2902	3	741	279
2903	3	767	406
2904	5	796	-149
2905	5	647	
2906	3		-292
2907	1	856	265
2908	5	-884	322
2909	2	879	
2910	5	863	269
2911	4	652	443
2912	3	849	918
2913	1	859	115
2914	5	-704	123
2915	2	640	-476
2916	4	568	-411
2917	1	528	623
2918	3	504	540
2919	2	991	355
2920	3	715	217
2921	5	861	886
2922	2		472
2923	3	991	359
2924	4	-982	299
2925	5	509	128
2926	4	839	128
2927	4	725	-266
2928	2	831	377
2929	5	944	957
2930	1	570	197
2931	1	762	129
2932	5	656	-199
2933	2	854	-496
2934	4	879	391
2935	2	925	-178
2936	3	530	215
2937	1	935	-395
2938	1	732	213
2939	4	699	252
2940	5		496
2941	1	898	267
2942	4	596	120
2943	4	593	433
2944	2	904	107
2945	3	951	470
2946	1		233
2947	2	561	102
2948	2	731	756
2949	1	656	702
2950	4	796	472
2951	5	579	481
2952	3		494
2953	3	608	155
2954	3		258
2955	5	753	132
2956	5	503	227
2957	4	598	157
2958	4	579	385
2959	2	510	349
2960	5	865	421
2961	2	991	449
2962	2	535	223
2963	1	929	369
2964	1	840	119
2965	5	815	387
2966	4	784	
2967	1		316
2968	3	934	292
2969	4	901	390
2970	1	994	1070
2971	5	647	475
2972	2	543	
2973	4	960	318
2974	1		126
2975	4	641	295
2976	1	893	-148
2977	5	-714	
2978	1	624	257
2979	3		183
2980	3	-847	150
2981	5	710	378
2982	3		279
2983	2	-989	496
2984	2	787	451
2985	2	525	222
2986	4		163
2987	2	-594	409
2988	3	984	
2989	3	919	179
2990	1	648	342
2991	4	633	155
2992	1	990	411
2993	3	678	
2994	2	585	122
2995	3	-727	112
2996	1	-584	233
2997	3	522	-148
2998	2	981	167
2999	2	714	336
3000	5	-795	423
3001	4		193
3002	2	649	214
3003	2	651	145
3004	4	967	405
3005	3	858	388
3006	5	784	451
3007	5	875	
3008	3	905	
3009	2	958	444
3010	4		138
3011	4	620	397
3012	5	574	323
3013	4	601	224
3014	2	727	283
3015	3	709	377
3016	5	865	380
3017	5	916	100
3018	3	926	363
3019	3		142
3020	1	915	1000
3021	2	-579	440
3022	1	922	
3023	2	612	221
3024	1	904	960
3025	1	734	246
3026	4	-973	151
3027	2	875	123
3028	2	775	273
3029	5	669	156
3030	3	660	-431
3031	2	733	223
3032	1	873	459
3033	1	-659	347
3034	1	801	225
3035	3		359
3036	5	658	112
3037	5	806	394
3038	4	930	451
3039	2		108
3040	1	651	284
3041	1	869	299
3042	1	-910	472
3043	1	1000	1046
3044	2	961	465
3045	2	637	452
3046	3	-745	205
3047	4	924	224
3048	3	958	
3049	5	990	1019
3050	2		494
3051	1	826	480
3052	1	-615	-271
3053	2	722	337
3054	3	-920	158
3055	4	858	324
3056	1	992	250
3057	1	794	308
3058	2	562	405
3059	4	962	
3060	1		135
3061	1	793	442
3062	4	670	-100
3063	4	563	289
3064	2	700	303
3065	2	-559	-186
3066	1	572	
3067	1	917	107
3068	2	837	880
3069	3	685	175
3070	1	527	627
3071	3	766	103
3072	4	682	220
3073	3	695	-264
3074	3	769	362
3075	3	894	943
3076	3	502	129
3077	5		
3078	5	936	216
3079	5	537	300
3080	3		378
3081	1	619	
3082	4	-570	-449
3083	4	650	160
3084	2	900	-106
3085	1		104
3086	3	953	-144
3087	1	-999	-913
3088	1	595	139
3089	4	731	388
3090	5	801	203
3091	1	515	441
3092	5	676	267
3093	4	-955	486
3094	4	635	183
3095	1	614	466
3096	4	622	270
3097	2		142
3098	1	574	651
3099	1	891	317
3100	2	670	475
3101	5	745	214
3102	4	-797	-357
3103	4		-265
3104	5	993	225
3105	2	-905	108
3106	5	707	
3107	5	986	393
3108	4	893	
3109	1	821	312
3110	3		233
3111	5		491
3112	5	589	272
3113	5	757	235
3114	5	834	
3115	3	774	398
3116	2	676	-126
3117	2	515	484
3118	3	715	454
3119	2	711	448
3120	5	899	-213
3121	4	852	216
3122	1	989	198
3123	1	542	
3124	1	732	458
3125	1		369
3126	4	800	146
3127	4	736	374
3128	1	782	866
3129	3	825	303
3130	3	922	-387
3131	5	506	179
3132	5	-712	384
3133	1	998	213
3134	1	966	231
3135	5		224
3136	2	922	976
3137	3	730	373
3138	4	923	
3139	3	867	370
3140	5	847	312
3141	4	837	206
3142	1		176
3143	3	624	497
3144	4	529	576
3145	3	794	-245
3146	4	-618	317
3147	3	634	
3148	1	552	245
3149	4	754	
3150	2	705	-297
3151	1	868	191
3152	3	802	398
3153	2	967	-223
3154	2	750	828
3155	5	607	443
3156	2		338
3157	2	816	
3158	3	858	-383
3159	3	941	309
3160	2	632	323
3161	1	680	222
3162	4	-569	348
3163	5	748	223
3164	4	568	248
3165	3	664	463
3166	5	551	121
3167	1	884	141
3168	3	834	
3169	4	-936	374
3170	3	563	163
3171	3	976	117
3172	1	-761	369
3173	3	952	420
3174	5	765	318
3175	2	780	410
3176	4	622	316
3177	5	715	273
3178	2	736	366
3179	4		
3180	3	798	412
3181	3	835	113
3182	3		426
3183	3	962	484
3184	5	772	290
3185	1	918	996
3186	3	860	-303
3187	1	914	442
3188	5	911	450
3189	3	676	472
3190	2	-877	384
3191	5	992	266
3192	2	634	415
3193	4	815	327
3194	2	967	-290
3195	5	639	293
3196	5	821	194
3197	2	931	420
3198	4	679	483
3199	3	829	862
3200	4	695	396
3201	1	779	171
3202	1		124
3203	4	690	276
3204	4		461
3205	4	685	112
3206	5	651	434
3207	4	653	227
3208	2		320
3209	2	568	420
3210	5	-946	-289
3211	3	564	199
3212	4	916	304
3213	4	838	382
3214	1	628	105
3215	4	672	369
3216	3		315
3217	2	632	239
3218	1	508	299
3219	5	722	197
3220	1	708	239
3221	1	557	595
3222	1	981	1054
3223	4	983	244
3224	4	650	355
3225	1	855	393
3226	1		221
3227	1	-974	
3228	3	842	
3229	2	781	857
3230	4		287
3231	4	-699	
3232	4	698	
3233	1	892	969
3234	2	566	188
3235	5	-567	
3236	5	923	392
3237	5		
3238	1	616	
3239	1		134
3240	1	685	-249
3241	5	609	263
3242	4	-874	320
3243	4	680	120
3244	1	811	-480
3245	2	827	416
3246	5	900	185
3247	4		273
3248	2	580	602
3249	2	-629	187
3250	4	649	
3251	1	957	428
3252	1	-641	-491
3253	5	649	128
3254	4	641	144
